Time,Lat,Lon,Depth,Mag,place
2013-09-19T14:58:20.000Z,58.2988,-155.9409,155.8,2.7,"60km SE of King Salmon, Alaska"
2013-09-19T13:27:17.330Z,55.7401,-158.4865,52.95,4,"59km SSE of Chignik Lake, Alaska"
2013-09-19T13:14:29.000Z,56.9458,-157.5246,134.8,2.5,"108km NE of Chignik Lake, Alaska"
2013-09-19T12:31:57.900Z,40.3708,-121.7343,9,2,"18km SE of Shingletown, California"
2013-09-19T12:06:33.500Z,34.0817,-117.784,3.6,3.8,"2km SW of La Verne, California"
2013-09-19T11:43:55.900Z,34.0817,-117.785,2.9,3.7,"2km SW of La Verne, California"
2013-09-19T11:04:36.410Z,5.0688,124.7337,370.63,4.5,"88km WSW of Sarangani, Philippines"
2013-09-19T10:15:19.870Z,13.5085,144.6659,94.19,4.7,"5km NNW of Piti Village, Guam"
2013-09-19T10:09:27.100Z,19.1329,-64.8264,21,2.9,"82km NNW of Road Town, British Virgin Islands"
2013-09-19T08:33:30.600Z,19.1075,-64.6835,53,3.1,"76km N of Road Town, British Virgin Islands"
2013-09-19T08:29:21.920Z,15.6009,-87.1284,4.45,4.2,"2km SW of La Masica, Honduras"
2013-09-19T08:14:16.000Z,60.9389,-150.8507,19.9,2,"36km NE of Nikiski, Alaska"
2013-09-19T07:52:49.400Z,19.1047,-64.6709,63,3.2,"76km N of Road Town, British Virgin Islands"
2013-09-19T07:52:14.000Z,69.1313,-144.7748,10.1,2,"116km NNE of Arctic Village, Alaska"
2013-09-19T07:24:56.800Z,31.7887,-115.0182,0,2.9,"44km S of Estacion Coahuila, Mexico"
2013-09-19T07:11:58.200Z,18.0816,-66.9076,16,2.4,"4km N of Lluveras, Puerto Rico"
2013-09-19T07:01:50.000Z,51.2379,-175.3107,25.6,2,"117km SE of Adak, Alaska"
2013-09-19T06:47:42.900Z,19.5949,-65.3957,57,3.3,"137km NNE of Vieques, Puerto Rico"
2013-09-19T05:30:04.000Z,62.5751,-148.1042,58.4,2,"95km NNE of Sutton-Alpine, Alaska"
2013-09-19T05:21:59.000Z,58.5785,-143.6951,2.9,2.4,"178km ESE of Middleton Island, Alaska"
2013-09-19T04:52:25.000Z,51.6133,-178.4889,0.8,2.2,"38km SW of Tanaga Volcano, Alaska"
2013-09-19T04:47:35.000Z,19.3094,-64.6651,38,3,"98km N of Road Town, British Virgin Islands"
2013-09-19T04:14:36.000Z,53.4399,-165.0254,25.5,2.8,"91km SSE of Akutan, Alaska"
2013-09-19T04:03:25.600Z,19.4365,-64.7115,59,3.3,"113km N of Road Town, British Virgin Islands"
2013-09-19T04:01:49.910Z,-56.0332,-27.4019,87.77,4.9,"75km N of Visokoi Island, "
2013-09-19T03:48:19.700Z,34.667,-121.3952,11.5,2.4,"80km W of Vandenberg Air Force Base, California"
2013-09-19T03:46:28.000Z,62.3106,-150.9956,73.7,2.2,"45km W of Talkeetna, Alaska"
2013-09-19T00:56:32.000Z,59.8337,-152.6477,87.2,2.5,"46km W of Anchor Point, Alaska"
2013-09-19T00:56:13.000Z,59.7782,-152.9493,13.3,2.4,"62km W of Anchor Point, Alaska"
2013-09-19T00:01:42.100Z,19.3203,-155.114,3.2,2.5,"17km SE of Volcano, Hawaii"
2013-09-18T23:15:59.000Z,58.2831,-156.0568,155,3.1,"57km SE of King Salmon, Alaska"
2013-09-18T22:54:31.500Z,18.1089,-68.1191,84,3.4,"59km ESE of Boca de Yuma, Dominican Republic"
2013-09-18T22:44:58.170Z,37.1404,140.3533,50.28,4.3,"8km W of Ishikawa, Japan"
2013-09-18T21:40:04.000Z,55.3202,-160.4512,74.9,2.8,"3km ESE of Sand Point, Alaska"
2013-09-18T21:14:51.000Z,38.8297,-122.7982,1.7,2.5,"6km W of Cobb, California"
2013-09-18T21:10:04.980Z,37.369,36.2073,7.8,3.7,"9km E of Kadirli, Turkey"
2013-09-18T20:53:31.800Z,-3.2275,144.2251,6.45,5.4,"75km ENE of Wewak, Papua New Guinea"
2013-09-18T20:31:20.800Z,19.3713,-155.0832,2.3,2.3,"15km S of Fern Acres, Hawaii"
2013-09-18T20:20:04.000Z,52.176,-174.5294,227,2.3,"22km W of Atka, Alaska"
2013-09-18T20:17:21.000Z,53.35,-163.5842,7.1,2.6,"167km S of False Pass, Alaska"
2013-09-18T19:30:44.200Z,19.1825,-64.6305,71,3.2,"84km N of Road Town, British Virgin Islands"
2013-09-18T17:55:02.000Z,60.329,-147.1835,14.1,2,"82km WSW of Cordova, Alaska"
2013-09-18T17:38:37.400Z,19.4381,-66.1327,25,3,"107km N of San Juan, Puerto Rico"
2013-09-18T16:48:56.450Z,19.1553,145.5955,138.3,5.5,"43km N of Agrihan, Northern Mariana Islands"
2013-09-18T16:44:53.300Z,33.9323,-116.36,8,2.7,"4km N of Sky Valley, California"
2013-09-18T16:41:20.100Z,19.3467,-155.4217,9.7,2.5,"16km NNE of Pahala, Hawaii"
2013-09-18T16:26:51.150Z,32.9674,48.8911,10,4.5,"71km S of Azna, Iran"
2013-09-18T16:22:07.000Z,1.9876,96.4907,26.28,4.6,"55km SSE of Sinabang, Indonesia"
2013-09-18T16:02:03.000Z,60.5375,-151.9562,80.4,2.7,"38km WNW of Kalifornsky, Alaska"
2013-09-18T15:47:30.000Z,63.1852,-149.3337,83.4,2.5,"29km SW of Cantwell, Alaska"
2013-09-18T15:36:35.700Z,18.8476,-65.0559,19,2.7,"57km NNW of Charlotte Amalie, U.S. Virgin Islands"
2013-09-18T15:31:43.000Z,60.588,-150.5719,44.5,2.1,"11km ENE of Sterling, Alaska"
2013-09-18T14:29:16.320Z,3.3621,97.4687,89.22,4.9,"115km WSW of Binjai, Indonesia"
2013-09-18T14:11:52.200Z,39.4187,-123.285,0.9,2,"6km E of Willits, California"
2013-09-18T13:40:52.000Z,55.5358,-162.9115,76.8,2.8,"40km NNW of Cold Bay, Alaska"
2013-09-18T13:09:44.000Z,51.3367,-174.8517,3.8,2,"105km SSW of Atka, Alaska"
2013-09-18T12:53:36.000Z,32.879,-116.2528,4.7,3.2,"26km ENE of Pine Valley, California"
2013-09-18T12:42:39.530Z,-25.301,-70.8264,10.75,4.9,"36km WNW of Taltal, Chile"
2013-09-18T11:42:14.300Z,36.0398,-118.8695,14.6,2.3,"9km ESE of East Porterville, California"
2013-09-18T11:41:13.000Z,61.5596,-141.0775,1,2.9,"178km E of Chitina, Alaska"
2013-09-18T11:25:26.000Z,51.2447,-175.0958,8.1,2.1,"122km SSW of Atka, Alaska"
2013-09-18T10:53:11.000Z,52.4314,-171.1863,25.5,2.8,"8km SE of Amukta Island, Alaska"
2013-09-18T10:50:42.700Z,19.2619,-64.5254,50,3,"94km N of Road Town, British Virgin Islands"
2013-09-18T10:36:37.930Z,52.4883,-170.6383,76.04,4,"16km SSE of Yunaska Island, Alaska"
2013-09-18T10:10:30.000Z,18.5883,-65.3813,60,3.2,"32km NNW of Culebra, Puerto Rico"
2013-09-18T09:04:23.100Z,15.7674,39.3679,9.81,5,"19km NNW of Massawa, Eritrea"
2013-09-18T08:48:31.800Z,45.761,-111.8945,5.6,2.2,"19km SE of Whitehall, Montana"
2013-09-18T08:28:22.000Z,62.5029,-151.2526,90.6,2.3,"62km WNW of Talkeetna, Alaska"
2013-09-18T08:18:52.590Z,18.4788,-70.6932,8.97,4.3,"5km ENE of Azua de Compostela, Dominican Republic"
2013-09-18T07:57:02.280Z,39.9894,-29.5828,28.45,4.5,"144km ENE of Santa Cruz das Flores, Portugal"
2013-09-18T07:46:39.100Z,45.7605,-111.8865,5.9,2.6,"20km SE of Whitehall, Montana"
2013-09-18T05:34:12.000Z,57.9074,-156.1826,133.1,2.2,"91km SSE of King Salmon, Alaska"
2013-09-18T05:25:17.000Z,60.365,-151.3352,60.4,2,"1km WSW of Cohoe, Alaska"
2013-09-18T05:20:27.000Z,51.3066,-173.5331,2.2,2.1,"109km SSE of Atka, Alaska"
2013-09-18T04:45:36.890Z,52.7369,-132.2193,22.3,4.1,"142km S of Masset, Canada"
2013-09-18T04:36:49.380Z,-3.84,153.9283,327.82,4.5,"121km NE of Taron, Papua New Guinea"
2013-09-18T03:41:40.300Z,19.4295,-65.4117,100,3.2,"119km NNE of Vieques, Puerto Rico"
2013-09-18T03:33:18.500Z,24.59,122,18.2,4.4,"15km E of Su'ao, Taiwan"
2013-09-18T03:29:15.700Z,18.1595,-67.1623,28,2,"4km WNW of Hormigueros, Puerto Rico"
2013-09-18T03:27:04.000Z,62.474,-150.9049,10.7,2,"44km WNW of Talkeetna, Alaska"
2013-09-18T02:22:53.000Z,60.2389,-151.5809,58.6,2.1,"20km SW of Cohoe, Alaska"
2013-09-18T02:14:27.000Z,53.4618,-165.3883,16,2.1,"79km SSE of Akutan, Alaska"
2013-09-18T02:13:29.200Z,19.3279,-66.3386,41,2.9,"95km N of Brenas, Puerto Rico"
2013-09-18T00:57:45.000Z,60.234,-152.2358,77.3,2.4,"39km SE of Redoubt Volcano, Alaska"
2013-09-18T00:32:36.690Z,3.1105,122.7099,567.29,4.4,"251km NNW of Boroko, Indonesia"
2013-09-18T00:27:45.480Z,38.7332,142.3146,35.97,5.1,"64km SE of Ofunato, Japan"
2013-09-17T23:53:38.850Z,-7.8108,118.0221,35.27,4.6,"45km NE of Labuhankananga, Indonesia"
2013-09-17T23:11:33.190Z,7.638,93.7267,59.72,4.6,"58km SE of Mohean, India"
2013-09-17T22:22:39.400Z,19.4186,-65.5327,112,3.4,"114km NNE of Vieques, Puerto Rico"
2013-09-17T21:59:46.960Z,10.4883,-63.1545,4.32,4.4,"5km S of El Pilar, Venezuela"
2013-09-17T21:37:01.000Z,53.8426,-164.7868,54.8,3.6,"72km ESE of Akutan, Alaska"
2013-09-17T21:21:58.000Z,61.2642,-145.1304,27,2.5,"46km SW of Chitina, Alaska"
2013-09-17T20:40:50.890Z,38.9678,41.5114,5.61,4.9,"23km SSE of Varto, Turkey"
2013-09-17T20:33:34.000Z,57.2904,-155.255,2.7,2,"81km WSW of Larsen Bay, Alaska"
2013-09-17T20:23:41.700Z,46.6917,-122.2948,15.5,2.5,"14km N of Morton, Washington"
2013-09-17T20:10:13.900Z,39.2703,-123.2177,7.1,2,"1km WNW of Redwood Valley, California"
2013-09-17T19:40:20.500Z,40.1605,-121.0778,7.6,2,"11km WNW of Greenville, California"
2013-09-17T19:39:26.200Z,35.072,-118.3342,4.3,2.2,"12km ESE of Tehachapi, California"
2013-09-17T19:29:26.100Z,40.1625,-121.0805,7.7,3,"11km WNW of Greenville, California"
2013-09-17T19:29:09.700Z,40.1553,-121.0828,8,3,"11km W of Greenville, California"
2013-09-17T19:16:48.960Z,-8.1046,119.0982,20.35,4.7,"27km NE of Sangiang, Indonesia"
2013-09-17T18:23:23.000Z,63.5484,-147.4694,0.3,2.2,"75km ENE of Cantwell, Alaska"
2013-09-17T16:49:18.000Z,54.2525,-160.9828,0.4,3.4,"109km WSW of Chernabura Island, Alaska"
2013-09-17T16:03:27.800Z,-7.4142,128.587,119.43,5,"Kepulauan Barat Daya, Indonesia"
2013-09-17T15:39:08.000Z,61.4086,-146.5282,8.7,2.5,"32km NNW of Valdez, Alaska"
2013-09-17T14:49:57.000Z,54.9043,-158.5893,39.3,2.4,"63km ENE of Chernabura Island, Alaska"
2013-09-17T13:55:02.600Z,36.2763,-120.4463,13.6,2.5,"17km NNW of Coalinga, California"
2013-09-17T13:17:54.000Z,52.6377,-169.2562,6,2.1,"42km SW of Nikolski, Alaska"
2013-09-17T11:35:30.000Z,63.1165,-149.7167,87.3,2.5,"49km SW of Cantwell, Alaska"
2013-09-17T10:39:28.270Z,-14.6413,166.8072,40.09,5.1,"52km NNW of Port-Olry, Vanuatu"
2013-09-17T09:09:57.800Z,19.2805,-64.6995,47,2.9,"96km N of Road Town, British Virgin Islands"
2013-09-17T08:09:28.800Z,18.3673,-64.4564,104,3.2,"17km ESE of Road Town, British Virgin Islands"
2013-09-17T07:47:22.000Z,51.5264,-178.8821,14.4,2.1,"33km NNE of Amatignak Island, Alaska"
2013-09-17T07:39:46.530Z,38.757,22.7528,10,4.1,"3km SW of Kamena Vourla, Greece"
2013-09-17T07:12:05.490Z,-22.3302,-65.8553,262.6,4.6,"36km SW of La Quiaca, Argentina"
2013-09-17T06:42:57.000Z,50.7652,-173.1066,29.3,2.3,"176km SSE of Atka, Alaska"
2013-09-17T06:07:56.100Z,19.6501,-66.3274,33,3.4,"130km N of Brenas, Puerto Rico"
2013-09-17T05:44:32.000Z,57.7245,-155.5002,87.6,2.5,"93km WNW of Larsen Bay, Alaska"
2013-09-17T05:40:27.400Z,40.857,-123.2512,34,2.5,"29km WNW of Weaverville, California"
2013-09-17T05:22:00.000Z,52.1052,-175.5695,186.3,2.3,"78km ENE of Adak, Alaska"
2013-09-17T05:21:38.800Z,43.9655,83.6408,12.06,4.5,"105km WSW of Dushanzi, China"
2013-09-17T04:57:56.000Z,63.8179,-148.4577,103.7,2.2,"25km E of Healy, Alaska"
2013-09-17T04:09:14.880Z,42.1123,45.8343,16.32,5.4,"17km N of Qvareli, Georgia"
2013-09-17T03:34:39.000Z,59.8171,-153.4628,121.1,2,"82km E of Old Iliamna, Alaska"
2013-09-17T02:34:33.000Z,58.3325,-150.8905,10,3.4,"108km NE of Kodiak, Alaska"
2013-09-17T02:32:58.000Z,62.4772,-142.6791,8.9,2,"97km S of Tok, Alaska"
